datetime,Tryptophan (RFU)
8/12/2024 20:36:00,76.3
8/12/2024 20:46:00,66.8
8/12/2024 20:56:00,58
8/12/2024 21:06:00,31.7
8/12/2024 21:16:00,10.9
8/12/2024 21:26:00,30.8
8/12/2024 21:36:00,63.2
8/12/2024 21:46:00,76.8
8/12/2024 21:56:00,80.7
8/12/2024 22:06:00,78
8/12/2024 22:16:00,80.8
8/12/2024 22:26:00,81.5
8/12/2024 22:36:00,79.9
8/12/2024 22:46:00,79.9
8/12/2024 22:56:00,79.1
8/12/2024 23:06:00,79.1
8/12/2024 23:16:00,79.3
8/12/2024 23:26:00,80
8/12/2024 23:36:00,79.9
8/12/2024 23:46:00,79.1
8/12/2024 23:56:00,79
8/13/2024 0:06:00,78.7
8/13/2024 0:16:00,80.7
8/13/2024 0:26:00,79.8
8/13/2024 0:36:00,81.2
8/13/2024 0:46:00,80.9
8/13/2024 0:56:00,78.2
8/13/2024 1:06:00,80.6
8/13/2024 1:16:00,80.1
8/13/2024 1:26:00,79.8
8/13/2024 1:36:00,81.9
8/13/2024 1:46:00,81.5
8/13/2024 1:56:00,83.6
8/13/2024 2:06:00,82.6
8/13/2024 2:16:00,83.3
8/13/2024 2:26:00,80.8
8/13/2024 2:36:00,83.3
8/13/2024 2:46:00,84.7
8/13/2024 2:56:00,83.9
8/13/2024 3:06:00,82.5
8/13/2024 3:16:00,83.9
8/13/2024 3:26:00,84.2
8/13/2024 3:36:00,83.1
8/13/2024 3:46:00,83.4
8/13/2024 3:56:00,85.6
8/13/2024 4:06:00,84.9
8/13/2024 4:16:00,82.9
8/13/2024 4:26:00,84.6
8/13/2024 4:36:00,85.2
8/13/2024 4:46:00,83.7
8/13/2024 4:56:00,85.1
8/13/2024 5:06:00,83.2
8/13/2024 5:16:00,85.5
8/13/2024 5:26:00,84.1
8/13/2024 5:36:00,86
8/13/2024 5:46:00,86.2
8/13/2024 5:56:00,85.4
8/13/2024 6:06:00,86.2
8/13/2024 6:16:00,83.6
8/13/2024 6:26:00,84.5
8/13/2024 6:36:00,83.9
8/13/2024 6:46:00,86.7
8/13/2024 6:56:00,85.6
8/13/2024 7:06:00,85.2
8/13/2024 7:16:00,85.1
8/13/2024 7:26:00,84.3
8/13/2024 7:36:00,84.8
8/13/2024 7:46:00,84.1
8/13/2024 7:56:00,83.8
8/13/2024 8:06:00,82.5
8/13/2024 8:16:00,78.2
8/13/2024 8:26:00,67.8
8/13/2024 8:36:00,55.2
8/13/2024 8:46:00,35
8/13/2024 8:56:00,13.8
8/13/2024 9:06:00,27.9
8/13/2024 9:16:00,66.1
8/13/2024 9:26:00,81
8/13/2024 9:36:00,84.7
8/13/2024 9:46:00,85.9
8/13/2024 9:56:00,84
8/13/2024 10:06:00,84.4
8/13/2024 10:16:00,85.8
8/13/2024 10:26:00,83.7
8/13/2024 10:36:00,84.3
8/13/2024 10:46:00,84.2
8/13/2024 10:56:00,83.7
8/13/2024 11:06:00,85.4
8/13/2024 11:16:00,84.2
8/13/2024 11:26:00,84.7
8/13/2024 11:36:00,83.3
8/13/2024 11:46:00,84.6
8/13/2024 11:56:00,85
8/13/2024 12:06:00,84.9
8/13/2024 12:16:00,82
8/13/2024 12:26:00,82.7
8/13/2024 12:36:00,81.8
8/13/2024 12:46:00,84.1
8/13/2024 12:56:00,82.8
8/13/2024 13:06:00,81.5
8/13/2024 13:16:00,80.4
8/13/2024 13:26:00,81.7
8/13/2024 13:36:00,84.5
8/13/2024 13:46:00,83.5
8/13/2024 13:56:00,84.7
8/13/2024 14:06:00,82.8
8/13/2024 14:16:00,83.4
8/13/2024 14:26:00,85.3
8/13/2024 14:36:00,84.2
8/13/2024 14:46:00,83
8/13/2024 14:56:00,83.5
8/13/2024 15:06:00,82.5
8/13/2024 15:16:00,81.8
8/13/2024 15:26:00,81.4
8/13/2024 15:36:00,82.9
8/13/2024 15:46:00,83.2
8/13/2024 15:56:00,82.8
8/13/2024 16:06:00,83.4
8/13/2024 16:16:00,83.4
8/13/2024 16:26:00,83.6
8/13/2024 16:36:00,83.4
8/13/2024 16:46:00,81.3
8/13/2024 16:56:00,80.2
8/13/2024 17:06:00,83.6
8/13/2024 17:16:00,83.1
8/13/2024 17:26:00,82.2
8/13/2024 17:36:00,82.7
8/13/2024 17:46:00,80.9
8/13/2024 17:56:00,82.3
8/13/2024 18:06:00,80.6
8/13/2024 18:16:00,82.8
8/13/2024 18:26:00,82.1
8/13/2024 18:36:00,80.8
8/13/2024 18:46:00,79.2
8/13/2024 18:56:00,71.2
8/13/2024 19:06:00,53.1
8/13/2024 19:16:00,22.5
8/13/2024 19:26:00,11
8/13/2024 19:36:00,31.8
8/13/2024 19:46:00,62.8
8/13/2024 19:56:00,77.7
8/13/2024 20:06:00,80.8
8/13/2024 20:16:00,82.1
8/13/2024 20:26:00,79.5
8/13/2024 20:36:00,80.6
8/13/2024 20:46:00,78.9
8/13/2024 20:56:00,81
8/13/2024 21:06:00,82.1
8/13/2024 21:16:00,82.2
8/13/2024 21:26:00,81.1
8/13/2024 21:36:00,80.4
8/13/2024 21:46:00,80.5
8/13/2024 21:56:00,82.5
8/13/2024 22:06:00,83.4
8/13/2024 22:16:00,80.2
8/13/2024 22:26:00,82.4
8/13/2024 22:36:00,80.9
8/13/2024 22:46:00,79.8
8/13/2024 22:56:00,80.4
8/13/2024 23:06:00,80.9
8/13/2024 23:16:00,81.2
8/13/2024 23:26:00,80.3
8/13/2024 23:36:00,81.1
8/13/2024 23:46:00,81.5
8/13/2024 23:56:00,78.9
8/14/2024 0:06:00,78.7
8/14/2024 0:16:00,80.2
8/14/2024 0:26:00,79.1
8/14/2024 0:36:00,80.9
8/14/2024 0:46:00,78.9
8/14/2024 0:56:00,83.1
8/14/2024 1:06:00,79.2
8/14/2024 1:16:00,80.4
8/14/2024 1:26:00,82.5
8/14/2024 1:36:00,81.7
8/14/2024 1:46:00,80.4
8/14/2024 1:56:00,79.7
8/14/2024 2:06:00,81.3
8/14/2024 2:16:00,82.3
8/14/2024 2:26:00,84.2
8/14/2024 2:36:00,80.7
8/14/2024 2:46:00,80.4
8/14/2024 2:56:00,82.6
8/14/2024 3:06:00,82.2
8/14/2024 3:16:00,80.6
8/14/2024 3:26:00,81.4
8/14/2024 3:36:00,81.7
8/14/2024 3:46:00,81.5
8/14/2024 3:56:00,81.8
8/14/2024 4:06:00,83.1
8/14/2024 4:16:00,82.6
8/14/2024 4:26:00,81.4
8/14/2024 4:36:00,84
8/14/2024 4:46:00,82.7
8/14/2024 4:56:00,83.2
8/14/2024 5:06:00,79.9
8/14/2024 5:16:00,74.6
8/14/2024 5:26:00,63.7
8/14/2024 5:36:00,47
8/14/2024 5:46:00,17.5
8/14/2024 5:56:00,12.8
8/14/2024 6:06:00,40.6
8/14/2024 6:16:00,71.2
8/14/2024 6:26:00,78.8
8/14/2024 6:36:00,81.4
8/14/2024 6:46:00,82.3
8/14/2024 6:56:00,81.4
8/14/2024 7:06:00,81.1
8/14/2024 7:16:00,82.8
8/14/2024 7:26:00,83.3
8/14/2024 7:36:00,84.3
8/14/2024 7:46:00,82.7
8/14/2024 7:56:00,79.3
8/14/2024 8:06:00,81.4
8/14/2024 8:16:00,81.6
8/14/2024 8:26:00,82.2
8/14/2024 8:36:00,80.4
8/14/2024 8:46:00,82.1
8/14/2024 8:56:00,80.6
8/14/2024 9:06:00,81.8
8/14/2024 9:16:00,82.5
8/14/2024 9:26:00,83
8/14/2024 9:36:00,83.4
8/14/2024 9:46:00,81.3
8/14/2024 9:56:00,81.6
8/14/2024 10:06:00,82.7
8/14/2024 10:16:00,80.6
8/14/2024 10:26:00,80.5
8/14/2024 10:36:00,79.9
8/14/2024 10:46:00,81.5
8/14/2024 10:56:00,81.2
8/14/2024 11:06:00,80.9
8/14/2024 11:16:00,82.6
8/14/2024 11:26:00,80.9
8/14/2024 11:36:00,81.3
8/14/2024 11:46:00,78.5
8/14/2024 11:56:00,80.5
8/14/2024 12:06:00,80.5
8/14/2024 12:16:00,80.4
8/14/2024 12:26:00,81.3
8/14/2024 12:36:00,81.2
8/14/2024 12:46:00,82
8/14/2024 12:56:00,79.3
8/14/2024 13:06:00,80.7
8/14/2024 13:16:00,81.6
8/14/2024 13:26:00,79.9
8/14/2024 13:36:00,79.8
8/14/2024 13:46:00,80.4
8/14/2024 13:56:00,79.4
8/14/2024 14:06:00,79.6
8/14/2024 14:16:00,81.6
8/14/2024 14:26:00,79.4
8/14/2024 14:36:00,80.4
8/14/2024 14:46:00,78.6
8/14/2024 14:56:00,79.9
8/14/2024 15:06:00,79.6
8/14/2024 15:16:00,79.6
8/14/2024 15:26:00,79.8
8/14/2024 15:36:00,75.5
8/14/2024 15:46:00,80.7
8/14/2024 15:56:00,81.9
8/14/2024 16:06:00,78.8
8/14/2024 16:16:00,78.9
8/14/2024 16:26:00,79.5
8/14/2024 16:36:00,79.2
8/14/2024 16:46:00,78.4
8/14/2024 16:56:00,77.5
8/14/2024 17:06:00,76
8/14/2024 17:16:00,73.5
8/14/2024 17:26:00,64.2
8/14/2024 17:36:00,52.2
8/14/2024 17:46:00,31.1
8/14/2024 17:56:00,13.7
8/14/2024 18:06:00,22.4
8/14/2024 18:16:00,55.5
8/14/2024 18:26:00,75.8
8/14/2024 18:36:00,76.7
8/14/2024 18:46:00,78.3
8/14/2024 18:56:00,76.8
8/14/2024 19:06:00,77.9
8/14/2024 19:16:00,77.4
8/14/2024 19:26:00,77.7
8/14/2024 19:36:00,76.5
8/14/2024 19:46:00,77.8
8/14/2024 19:56:00,77.9
8/14/2024 20:06:00,77.2
8/14/2024 20:16:00,77.9
8/14/2024 20:26:00,78.2
8/14/2024 20:36:00,78.1
8/14/2024 20:46:00,77.4
8/14/2024 20:56:00,77.1
8/14/2024 21:06:00,77.7
8/14/2024 21:16:00,77
8/14/2024 21:26:00,77.7
8/14/2024 21:36:00,76.7
8/14/2024 21:46:00,76.1
8/14/2024 21:56:00,77.2
8/14/2024 22:06:00,77.3
8/14/2024 22:16:00,76.3
8/14/2024 22:26:00,75.7
8/14/2024 22:36:00,76.3
8/14/2024 22:46:00,75
8/14/2024 22:56:00,76.2
8/14/2024 23:06:00,76.7
8/14/2024 23:16:00,75.1
8/14/2024 23:26:00,76.9
8/14/2024 23:36:00,75.6
8/14/2024 23:46:00,75.9
8/14/2024 23:56:00,77.1
8/15/2024 0:06:00,75.3
8/15/2024 0:16:00,75.4
8/15/2024 0:26:00,76.5
8/15/2024 0:36:00,76.2
8/15/2024 0:46:00,77.2
8/15/2024 0:56:00,76.8
8/15/2024 1:06:00,77.4
8/15/2024 1:16:00,78.7
8/15/2024 1:26:00,78.9
8/15/2024 1:36:00,77.2
8/15/2024 1:46:00,77.1
8/15/2024 1:56:00,77
8/15/2024 2:06:00,78.5
8/15/2024 2:16:00,78.7
8/15/2024 2:26:00,76.3
8/15/2024 2:36:00,77.9
8/15/2024 2:46:00,80
8/15/2024 2:56:00,77.5
8/15/2024 3:06:00,80.3
8/15/2024 3:16:00,79.2
8/15/2024 3:26:00,80.4
8/15/2024 3:36:00,77.3
8/15/2024 3:46:00,67
8/15/2024 3:56:00,48.4
8/15/2024 4:06:00,16.9
8/15/2024 4:16:00,13.2
8/15/2024 4:26:00,36.4
8/15/2024 4:36:00,68.1
8/15/2024 4:46:00,80.5
8/15/2024 4:56:00,79.8
8/15/2024 5:06:00,80
8/15/2024 5:16:00,81
8/15/2024 5:26:00,80.9
8/15/2024 5:36:00,81.5
8/15/2024 5:46:00,79
8/15/2024 5:56:00,81.4
8/15/2024 6:06:00,81.3
8/15/2024 6:16:00,78.4
8/15/2024 6:26:00,79.9
8/15/2024 6:36:00,81.3
8/15/2024 6:46:00,81.4
8/15/2024 6:56:00,80.5
8/15/2024 7:06:00,81.5
8/15/2024 7:16:00,79.1
8/15/2024 7:26:00,81.1
8/15/2024 7:36:00,80.4
8/15/2024 7:46:00,80.6
8/15/2024 7:56:00,79.8
8/15/2024 8:06:00,80.9
8/15/2024 8:16:00,79.9
8/15/2024 8:26:00,79.7
8/15/2024 8:36:00,79.9
8/15/2024 8:46:00,80.5
8/15/2024 8:56:00,80.4
8/15/2024 9:06:00,79.6
8/15/2024 9:16:00,80.7
8/15/2024 9:26:00,79.3
8/15/2024 9:36:00,79.3
8/15/2024 9:46:00,80
8/15/2024 9:56:00,81.7
8/15/2024 10:06:00,79.4
8/15/2024 10:16:00,81
8/15/2024 10:26:00,79.1
8/15/2024 10:36:00,79.4
8/15/2024 10:46:00,79.6
8/15/2024 10:56:00,79.3
8/15/2024 11:06:00,80.2
8/15/2024 11:16:00,80.4
8/15/2024 11:26:00,80.2
8/15/2024 11:36:00,79.5
8/15/2024 11:46:00,80.2
8/15/2024 11:56:00,79.4
8/15/2024 12:06:00,78.9
8/15/2024 12:16:00,79.5
8/15/2024 12:26:00,79.4
8/15/2024 12:36:00,78.1
8/15/2024 12:46:00,79.6
8/15/2024 12:56:00,77.9
8/15/2024 13:06:00,79.4
8/15/2024 13:16:00,79.5
8/15/2024 13:26:00,80
8/15/2024 13:36:00,77.9
8/15/2024 13:46:00,80.6
8/15/2024 13:56:00,76.2
8/15/2024 14:06:00,77.9
8/15/2024 14:16:00,77.3
8/15/2024 14:26:00,79.7
8/15/2024 14:36:00,75.6
8/15/2024 14:46:00,68.3
8/15/2024 14:56:00,57.1
8/15/2024 15:06:00,35.4
8/15/2024 15:16:00,13.6
8/15/2024 15:26:00,18
8/15/2024 15:36:00,44.4
8/15/2024 15:46:00,70.7
8/15/2024 15:56:00,76.9
8/15/2024 16:06:00,78.2
8/15/2024 16:16:00,77
8/15/2024 16:26:00,77.1
8/15/2024 16:36:00,77.6
8/15/2024 16:46:00,75.4
8/15/2024 16:56:00,77.5
8/15/2024 17:06:00,78.3
8/15/2024 17:16:00,77.3
8/15/2024 17:26:00,78.2
8/15/2024 17:36:00,76.4
8/15/2024 17:46:00,77.5
8/15/2024 17:56:00,77.9
8/15/2024 18:06:00,74.1
8/15/2024 18:16:00,75.9
8/15/2024 18:26:00,76.3
8/15/2024 18:36:00,76.7
8/15/2024 18:46:00,74.1
8/15/2024 18:56:00,74.5
8/15/2024 19:06:00,77.2
8/15/2024 19:16:00,76.4
8/15/2024 19:26:00,75.3
8/15/2024 19:36:00,77.5
8/15/2024 19:46:00,77.2
8/15/2024 19:56:00,74.7
8/15/2024 20:06:00,73.5
8/15/2024 20:16:00,75.4
8/15/2024 20:26:00,74.9
8/15/2024 20:36:00,76.1
8/15/2024 20:46:00,74.4
8/15/2024 20:56:00,75.4
8/15/2024 21:06:00,76.3
8/15/2024 21:16:00,76.1
8/15/2024 21:26:00,73.2
8/15/2024 21:36:00,76.5
8/15/2024 21:46:00,77.2
8/15/2024 21:56:00,76.5
8/15/2024 22:06:00,77.3
8/15/2024 22:16:00,76.5
8/15/2024 22:26:00,77.5
8/15/2024 22:36:00,73.8
8/15/2024 22:46:00,75.5
8/15/2024 22:56:00,74.9
8/15/2024 23:06:00,76
8/15/2024 23:16:00,76.7
8/15/2024 23:26:00,76.7
8/15/2024 23:36:00,75
8/15/2024 23:46:00,75.4
8/15/2024 23:56:00,76
8/16/2024 0:06:00,77.3
8/16/2024 0:16:00,75.6
8/16/2024 0:26:00,74.2
8/16/2024 0:36:00,75.5
8/16/2024 0:46:00,76.5
8/16/2024 0:56:00,76.3
8/16/2024 1:06:00,75
8/16/2024 1:16:00,77.9
8/16/2024 1:26:00,78.2
8/16/2024 1:36:00,77.1
8/16/2024 1:46:00,75.7
8/16/2024 1:56:00,76.7
8/16/2024 2:06:00,77.6
8/16/2024 2:16:00,78.3
8/16/2024 2:26:00,76.9
8/16/2024 2:36:00,78.7
8/16/2024 2:46:00,76
8/16/2024 2:56:00,72.7
8/16/2024 3:06:00,66.7
8/16/2024 3:16:00,54.6
8/16/2024 3:26:00,37.6
8/16/2024 3:36:00,17.3
8/16/2024 3:46:00,13.8
8/16/2024 3:56:00,44.1
8/16/2024 4:06:00,69.3
8/16/2024 4:16:00,77.8
8/16/2024 4:26:00,79.6
8/16/2024 4:36:00,77.7
8/16/2024 4:46:00,77.3
8/16/2024 4:56:00,79.7
8/16/2024 5:06:00,78.7
8/16/2024 5:16:00,75.6
8/16/2024 5:26:00,77.5
8/16/2024 5:36:00,79.5
8/16/2024 5:46:00,78
8/16/2024 5:56:00,78.1
8/16/2024 6:06:00,79.5
8/16/2024 6:16:00,78.5
8/16/2024 6:26:00,78.6
8/16/2024 6:36:00,78.3
8/16/2024 6:46:00,79.4
8/16/2024 6:56:00,79.4
8/16/2024 7:06:00,78.3
8/16/2024 7:16:00,79.3
8/16/2024 7:26:00,78.5
8/16/2024 7:36:00,80.2
8/16/2024 7:46:00,80.2
8/16/2024 7:56:00,77.8
8/16/2024 8:06:00,79.7
8/16/2024 8:16:00,78.2
8/16/2024 8:26:00,78.8
8/16/2024 8:36:00,79.6
8/16/2024 8:46:00,79.8
8/16/2024 8:56:00,78.1
8/16/2024 9:06:00,79.5
8/16/2024 9:16:00,78.9
8/16/2024 9:26:00,76.9
8/16/2024 9:36:00,79.1
8/16/2024 9:46:00,77.4
8/16/2024 9:56:00,77.7
8/16/2024 10:06:00,76.5
8/16/2024 10:16:00,76.8
8/16/2024 10:26:00,76.3
8/16/2024 10:36:00,78
8/16/2024 10:46:00,78
8/16/2024 10:56:00,77.4
8/16/2024 11:06:00,77.6
8/16/2024 11:16:00,77.1
8/16/2024 11:26:00,76.1
8/16/2024 11:36:00,75.2
8/16/2024 11:46:00,75.6
8/16/2024 11:56:00,76.9
8/16/2024 12:06:00,74.5
8/16/2024 12:16:00,75.2
8/16/2024 12:26:00,76.2
8/16/2024 12:36:00,77.9
8/16/2024 12:46:00,77.1
8/16/2024 12:56:00,74.2
8/16/2024 13:06:00,77.4
8/16/2024 13:16:00,76.5
8/16/2024 13:26:00,75
8/16/2024 13:36:00,74.5
8/16/2024 13:46:00,75.2
8/16/2024 13:56:00,74.5
8/16/2024 14:06:00,76.2
8/16/2024 14:16:00,74.7
8/16/2024 14:26:00,71.3
8/16/2024 14:36:00,62.6
8/16/2024 14:46:00,50.5
8/16/2024 14:56:00,23.3
8/16/2024 15:06:00,12.2
8/16/2024 15:16:00,25
8/16/2024 15:26:00,57.1
8/16/2024 15:36:00,69.8
8/16/2024 15:46:00,75.2
8/16/2024 15:56:00,75.5
8/16/2024 16:06:00,73.4
8/16/2024 16:16:00,76.7
8/16/2024 16:26:00,74.2
8/16/2024 16:36:00,74.9
8/16/2024 16:46:00,76.6
8/16/2024 16:56:00,75.4
8/16/2024 17:06:00,73.8
8/16/2024 17:16:00,76.4
8/16/2024 17:26:00,74.1
8/16/2024 17:36:00,73.9
8/16/2024 17:46:00,75.8
8/16/2024 17:56:00,75.4
8/16/2024 18:06:00,75.6
8/16/2024 18:16:00,76
8/16/2024 18:26:00,75
8/16/2024 18:36:00,73.5
8/16/2024 18:46:00,75
8/16/2024 18:56:00,75.4
8/16/2024 19:06:00,74.5
8/16/2024 19:16:00,75.7
8/16/2024 19:26:00,74.9
8/16/2024 19:36:00,74.6
8/16/2024 19:46:00,73.9
8/16/2024 19:56:00,73.4
8/16/2024 20:06:00,75.6
8/16/2024 20:16:00,74.8
8/16/2024 20:26:00,73.9
8/16/2024 20:36:00,74.8
8/16/2024 20:46:00,74.5
8/16/2024 20:56:00,74.2
8/16/2024 21:06:00,75.1
8/16/2024 21:16:00,73.5
8/16/2024 21:26:00,74
8/16/2024 21:36:00,73.6
8/16/2024 21:46:00,74.2
8/16/2024 21:56:00,75.2
8/16/2024 22:06:00,74.2
8/16/2024 22:16:00,74.2
8/16/2024 22:26:00,76.1
8/16/2024 22:36:00,73.6
8/16/2024 22:46:00,73.8
8/16/2024 22:56:00,75.3
8/16/2024 23:06:00,74.2
8/16/2024 23:16:00,73.7
8/16/2024 23:26:00,74.5
8/16/2024 23:36:00,74.8
8/16/2024 23:46:00,74.1
8/16/2024 23:56:00,74.8
8/17/2024 0:06:00,76.5
8/17/2024 0:16:00,74
8/17/2024 0:26:00,74
8/17/2024 0:36:00,74.9
8/17/2024 0:46:00,74.5
8/17/2024 0:56:00,75.4
8/17/2024 1:06:00,74.7
8/17/2024 1:16:00,74.9
8/17/2024 1:26:00,75.5
8/17/2024 1:36:00,70.4
8/17/2024 1:46:00,61.5
8/17/2024 1:56:00,53.5
8/17/2024 2:06:00,31.6
8/17/2024 2:16:00,11
8/17/2024 2:26:00,18.6
8/17/2024 2:36:00,48.6
8/17/2024 2:46:00,69.9
8/17/2024 2:56:00,74.3
8/17/2024 3:06:00,77
8/17/2024 3:16:00,74.8
8/17/2024 3:26:00,77
8/17/2024 3:36:00,75.3
8/17/2024 3:46:00,73.4
8/17/2024 3:56:00,75.1
8/17/2024 4:06:00,76.3
8/17/2024 4:16:00,76.7
8/17/2024 4:26:00,76.1
8/17/2024 4:36:00,76
8/17/2024 4:46:00,76.7
8/17/2024 4:56:00,77.2
8/17/2024 5:06:00,76.8
8/17/2024 5:16:00,75.6
8/17/2024 5:26:00,76
8/17/2024 5:36:00,76.1
8/17/2024 5:46:00,76.9
8/17/2024 5:56:00,75.8
8/17/2024 6:06:00,76.5
8/17/2024 6:16:00,75.8
8/17/2024 6:26:00,76.9
8/17/2024 6:36:00,76
8/17/2024 6:46:00,76.2
8/17/2024 6:56:00,76.5
8/17/2024 7:06:00,76.7
8/17/2024 7:16:00,76.6
8/17/2024 7:26:00,74.5
8/17/2024 7:36:00,76.3
8/17/2024 7:46:00,77.1
8/17/2024 7:56:00,77.8
8/17/2024 8:06:00,77.3
8/17/2024 8:16:00,75.9
8/17/2024 8:26:00,76.8
8/17/2024 8:36:00,77.7
8/17/2024 8:46:00,74.8
8/17/2024 8:56:00,74.8
8/17/2024 9:06:00,77.1
8/17/2024 9:16:00,76.8
8/17/2024 9:26:00,76.2
8/17/2024 9:36:00,74.7
8/17/2024 9:46:00,76
8/17/2024 9:56:00,75.5
8/17/2024 10:06:00,76.8
8/17/2024 10:16:00,75.8
8/17/2024 10:26:00,77.4
8/17/2024 10:36:00,75.7
8/17/2024 10:46:00,75
8/17/2024 10:56:00,75.3
8/17/2024 11:06:00,73.9
8/17/2024 11:16:00,76.2
8/17/2024 11:26:00,77.1
8/17/2024 11:36:00,74.1
8/17/2024 11:46:00,75.2
8/17/2024 11:56:00,74
8/17/2024 12:06:00,74.6
8/17/2024 12:16:00,75.2
8/17/2024 12:26:00,74.3
8/17/2024 12:36:00,74.1
8/17/2024 12:46:00,75.4
8/17/2024 12:56:00,76.1
8/17/2024 13:06:00,76.9
8/17/2024 13:16:00,74.6
8/17/2024 13:26:00,73.3
8/17/2024 13:36:00,73.8
8/17/2024 13:46:00,74.6
8/17/2024 13:56:00,74
8/17/2024 14:06:00,74.1
8/17/2024 14:16:00,72.3
8/17/2024 14:26:00,69.3
8/17/2024 14:36:00,65
8/17/2024 14:46:00,53.6
8/17/2024 14:56:00,41.7
8/17/2024 15:06:00,20
8/17/2024 15:16:00,12.9
8/17/2024 15:26:00,31.6
8/17/2024 15:36:00,60
8/17/2024 15:46:00,73.8
8/17/2024 15:56:00,74.7
8/17/2024 16:06:00,74.8
8/17/2024 16:16:00,76.3
8/17/2024 16:26:00,71.9
8/17/2024 16:36:00,74.9
8/17/2024 16:46:00,73.9
8/17/2024 16:56:00,76.1
8/17/2024 17:06:00,74.7
8/17/2024 17:16:00,74.9
8/17/2024 17:26:00,75.8
8/17/2024 17:36:00,72.4
8/17/2024 17:46:00,73.6
8/17/2024 17:56:00,75.6
8/17/2024 18:06:00,74.1
8/17/2024 18:16:00,73.3
8/17/2024 18:26:00,74
8/17/2024 18:36:00,75.2
8/17/2024 18:46:00,74
8/17/2024 18:56:00,75.5
8/17/2024 19:06:00,73.4
8/17/2024 19:16:00,72.7
8/17/2024 19:26:00,73.5
8/17/2024 19:36:00,74.3
8/17/2024 19:46:00,75.5
8/17/2024 19:56:00,73.1
8/17/2024 20:06:00,72.5
8/17/2024 20:16:00,75.2
8/17/2024 20:26:00,73.6
8/17/2024 20:36:00,74.3
8/17/2024 20:46:00,74
8/17/2024 20:56:00,73.7
8/17/2024 21:06:00,72.4
8/17/2024 21:16:00,72.8
8/17/2024 21:26:00,72.8
8/17/2024 21:36:00,73
8/17/2024 21:46:00,74.3
8/17/2024 21:56:00,72.8
8/17/2024 22:06:00,73.5
8/17/2024 22:16:00,71.1
8/17/2024 22:26:00,73.8
8/17/2024 22:36:00,74.8
8/17/2024 22:46:00,74
8/17/2024 22:56:00,74.2
8/17/2024 23:06:00,76
8/17/2024 23:16:00,75.1
8/17/2024 23:26:00,74.5
8/17/2024 23:36:00,74
8/17/2024 23:46:00,74.6
8/17/2024 23:56:00,73.6
8/18/2024 0:06:00,74.7
8/18/2024 0:16:00,74.7
8/18/2024 0:26:00,74.1
8/18/2024 0:36:00,76.8
8/18/2024 0:46:00,75.5
8/18/2024 0:56:00,74.6
8/18/2024 1:06:00,73.8
8/18/2024 1:16:00,75.2
8/18/2024 1:26:00,72.5
8/18/2024 1:36:00,73
8/18/2024 1:46:00,71.1
8/18/2024 1:56:00,63.9
8/18/2024 2:06:00,49.1
8/18/2024 2:16:00,19.7
8/18/2024 2:26:00,12
8/18/2024 2:36:00,29.4
8/18/2024 2:46:00,58.6
8/18/2024 2:56:00,72.9
8/18/2024 3:06:00,75.7
8/18/2024 3:16:00,76
8/18/2024 3:26:00,75.7
8/18/2024 3:36:00,75
8/18/2024 3:46:00,76.1
8/18/2024 3:56:00,74.8
8/18/2024 4:06:00,75.5
8/18/2024 4:16:00,75.9
8/18/2024 4:26:00,75.6
8/18/2024 4:36:00,75.8
8/18/2024 4:46:00,75.3
8/18/2024 4:56:00,74.7
8/18/2024 5:06:00,75.8
8/18/2024 5:16:00,77.1
8/18/2024 5:26:00,76.1
8/18/2024 5:36:00,74
8/18/2024 5:46:00,75.2
8/18/2024 5:56:00,76.7
8/18/2024 6:06:00,75.7
8/18/2024 6:16:00,74.5
8/18/2024 6:26:00,74.5
8/18/2024 6:36:00,74.6
8/18/2024 6:46:00,75.5
8/18/2024 6:56:00,75.2
8/18/2024 7:06:00,75.9
8/18/2024 7:16:00,74.3
8/18/2024 7:26:00,75.6
8/18/2024 7:36:00,76.3
8/18/2024 7:46:00,76.5
8/18/2024 7:56:00,74.9
8/18/2024 8:06:00,77.1
8/18/2024 8:16:00,76.4
8/18/2024 8:26:00,76.8
8/18/2024 8:36:00,77.1
8/18/2024 8:46:00,76
8/18/2024 8:56:00,77.8
8/18/2024 9:06:00,77.3
8/18/2024 9:16:00,76.5
8/18/2024 9:26:00,76.6
8/18/2024 9:36:00,76.5
8/18/2024 9:46:00,77.1
8/18/2024 9:56:00,76.5
8/18/2024 10:06:00,78.4
8/18/2024 10:16:00,74.7
8/18/2024 10:26:00,78
8/18/2024 10:36:00,79.4
8/18/2024 10:46:00,80
8/18/2024 11:06:00,80.9
8/18/2024 11:16:00,78.8
8/18/2024 11:26:00,78
8/18/2024 11:36:00,80.4
8/18/2024 11:46:00,78
8/18/2024 11:56:00,78.2
8/18/2024 12:06:00,77.5
8/18/2024 12:16:00,78.5
8/18/2024 12:26:00,78.9
8/18/2024 12:36:00,77.8
8/18/2024 12:46:00,76.4
8/18/2024 12:56:00,75.3
8/18/2024 13:06:00,75.8
8/18/2024 13:16:00,68.1
8/18/2024 13:26:00,63.2
8/18/2024 13:36:00,50.9
8/18/2024 13:46:00,25.3
8/18/2024 13:56:00,12.3
8/18/2024 14:06:00,20.4
8/18/2024 14:16:00,50.2
8/18/2024 14:26:00,68.7
8/18/2024 14:36:00,73.1
8/18/2024 14:46:00,74.3
8/18/2024 14:56:00,74.4
8/18/2024 15:06:00,72
